Institute Name,DTE Region,Region Type,Address,District,Taluka,Pincode,Std Code,Website,Email,Head Name,Office Number,Personal Number
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering, Sindhi(Meghe)
",Nagpur,Rural,"Nagthana Road, Near Bypass Highway Road, Sindhi (Meghe). Wardha ",Wardha,,442001,07152,www.agnihotrigroup.org,ajayshelke.000@rediffmail.com,Prof. Rahul Ingle,250152 Ext.- ,240527 Ext.- 
" V M Institute of Engineering and Technology, Dongargaon, Nagpur",Nagpur,Rural,"Dhutte village , Near Dongargaon, Wardha Road, Nagpur",Nagpur,,440010,07103,www.vmit.org.in,vmiet.ngp@gmail.com,Dr. S.S. KHANDARE,6650243 Ext.- 0712,645689 Ext.- 07103
"ITM College of Engineering, Nagpur",Nagpur,Rural,"Near Madhi Mandir, Ghorpad Road, Kamptee, Dist-Nagpur",Nagpur,,441002,07109,www.itmnagpur.ac.in,drjbhelonde@itm.edu,Dr.Hemant Hajare,270273 Ext.- ,270273 Ext.- 
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering & Technology, Shahapur, Bhandara ",Nagpur,Urban,"N.H.6 Shahapur,Bhandara",Bhandara,,441906,07184,www.mietbhandara.ac.in,principalmietb@rediffmail.com,Dr. P. R. Harde,202531 Ext.- ,202533 Ext.- 
"Vidya Niketan Institute of Engineering and Technology, Nagpur",Nagpur,Urban,"At. Post : Gondkheri. Tah.: Kalmeshwar, Dist.: Nagpur",Nagpur,,440023,07118,www.vniet.org,principal@vniet.org,Prof. P T Petkar,277088 Ext.- ,277088 Ext.- 
"Cummins College of Engineering For Women, Sukhali (Gupchup), Tal. Hingna Hingna Nagpur",Nagpur,Rural,"Mouje Sukhali (Gupchup), Tal. Hingna  Dist. Nagpur",Nagpur,,441110,07104,www.ccewngp.org,office@ccewngp.org,Dr. Bharatbhushan Joshi,280054 Ext.- ,280054 Ext.- 
"G.H.Raisoni Academy of Engineering & Technology, Nagpur",Nagpur,Urban,"Shraddha Park, Off Hingna-Wadi Link Road, Nagpur",Nagpur,,440028,07104,www.ghraet.raisoni.net,ghraetnag@raisoni.net,Dr.S.R.Vaishnav,237688 Ext.- ,237688 Ext.- 
"Suryodaya College of Engineering & Technology, Nagpur
",Nagpur,Rural,"Survey No. 117/1 & 117/3 A, Vihirgaon, Nagpur ",Nagpur,,441207,07103,www.scetngp.com,scetngp@gmail.com,Dr. Satish M. Chandekar,3276283 Ext.- 07103,3276282 Ext.- 07103
"University Institute  of Chemical Technology, North Maharashtra University, Jalgaon  ",Nashik,Urban,"P.B.No. 80, Umavinagar, Jalgaon",Jalgaon,,425001,0257,www.nmu.ac.in,profsm@rediffmail.com,Dr. Satyendra Mishra,2257441 Ext.- ,94234884 Ext.- 
"Government College of Engineering, Jalgaon",Nashik,Rural,"Opp.Govt  I.T. I. National Highway No-6, Jalgaon ",Jalgaon,,425002,0257,www.gcoej.ac.in,princoej@rediffmail.com,Dr. R.P.Borkar,2281522 Ext.- 201,2281522 Ext.- 201
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Nashik,Rural,"SSVP Sansthas B S Deore College of Engineering ,M.B.A.Department, Dhule",Dhule,,424005,02562,ssvps.com,princi.ssvps@gmail.com,Dr.Hitendra D.Patil,272713 Ext.- 300,284300 Ext.- 
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon ",Nashik,Rural,"Bambori, Dharangaon,  Jalgaon ",Jalgaon,,425001,0257,www.sscoetjalgaon.ac.in,sscoetjal@gmail.com,Dr.K.S.Wani,2258393 Ext.- ,2252989 Ext.- 
"G.H. Raisoni Institute of Engineering and Management, Jalgaon",Nashik,Rural,"Gat No. 57/1, Shirsoli Road, At. Post- Mohadi Tal. & Dist. Jalgaon, ",Jalgaon,,425002,0257,www.raisoni.net,prabhakar.bhat@raisoni.net,Dr. Prabhakar Bhat,2264881 Ext.- 211,2264882 Ext.- 211
"K. C. E. Societys College of Engineering and Information Technology, Jalgaon ",Nashik,Urban,"C.S. No. 7480 and 7323, Behind D.I.C., N.H.No.6,  IMR Campus, Jilha Path, Jalgaon",Jalgaon,,425001,0257,www.coeit.kces.in,coeit.inquiry@gmail.com,Dr.Ankur A.Kulkarni,2242025 Ext.- 101,2242026 Ext.- 101
"Shri Gulabrao Deokar College of Engineering, Jalgaon",Nashik,Rural,"Gat No. 56,  P.B. NO. 113, Shirsoli Road, Jalgaon ",Jalgaon,,425001,0257,www.sgdcoejalgaon.org,principal@sgdcoejalgaon.org,Dr. A. J. Patil,2264871 Ext.- 0257,2264873 Ext.- 0257
"Nashik District Maratha Vidya Prasarak Samaj's Karmaveer Adv.Babaurao Ganpatrao Thakare College of Engineering, Nashik",Nashik,Urban,"Udoji Maratha Boarding Campus, Near Pumping Station, Gangapur Road, Nashik",Nashik,,422013,0253,www.kbtcoe.org,principal@kbtcoe.org,Dr. Jayant T. Pattiwar,2571439 Ext.- 102,90110012 Ext.- 
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Nashik,Rural,"At Post mahiravani, Trimbak Road Dist Nashik",Nashik,,422213,02594,www.sandipfoundation.org,principal@sitrc.org,Dr. S. T. Gandhe,222551 Ext.- 1212,222551 Ext.- 1212
"K. K. Wagh Institute of Engineering Education and Research, Nashik",Nashik,Urban,"Hirabai Haridas Vidyanagari, Amrut Dham,  Panchawati, Nashik",Nashik,,422003,0253,www.kkwagh.org,kkwieer@kkwagh.edu.in,Dr. Keshav N. Nandurkar,2512876 Ext.- , Ext.- 
"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon ",Nashik,Rural,"At. Post Babulgaon, Tal Yeola, Nashik",Nashik,,423401,02559,www.sndcoe.ac.in,sndcoe.principal@gmail.com,Dr. M. A.Venkatesh,225012 Ext.- ,225011 Ext.- 
"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Nashik,Rural,"At / Po Chincholi, Tal. Sinnar, Nashik",Nashik,,422102,02551,www.svitnashik.in,svmec_nskch@rediffmail.com,Prof. S. R. Sakhare,271278 Ext.- 202,271261 Ext.- 202
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",Nashik,Rural,"Anjaneri Village, Trimbakeshwar, Dist.Nashik 422103",Nashik,,422103,02594,www.brahmavalley.com,princi.bvcoe@gmail.com,Prof. C.K. Patil,220202 Ext.- 02594,2464691 Ext.- 0253
"Pravara Rural Col of Engg. loni, Pravaranagar, Ahmednagar.",Nashik,Rural," A/P.Loni, Tal.Rahata  Dist.Ahmednagar ",Ahmednagar,,413736,02422,www.pravaraengg.org.in,principal@pravaraengg.org.in,Dr.G.B. SHINDE,273204 Ext.- 201,273204 Ext.- 201
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Nashik,Urban,"Bhujbal Knowledge City , MET's Institute Of Engineering, Adgaon, Nashik",Nashik,,422003,0253,www.metbhujbalknowledgecity.ac.in,principal_ioe@bkc.met.edu,Dr. V. P.Wani,2303515 Ext.- 925, Ext.- 
"Sanjivani Rural Education Society's College of Engineering, Kopargaon",Nashik,Rural,"Po : Shingnapur, Tal : Kopargaon, Dist. Ahmednagar ",Ahmednagar,,423603,02423,www.sanjivanicoe.org.in,psrescoe@gmail.com,Dr. D.N.Kyatanavar,222862 Ext.- 101,222469 Ext.- 401
"Padmashri Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Nashik,Rural,"vadgaon Gupta, Vilad Ghat, P.O.-MIDC, Ahmednagar ",Ahmednagar,,414111,0241,www.enggnagar.com,prin_coea@yahoo.com,Dr. H.N.Kudal,2777296 Ext.- 200,2779496 Ext.- 200
"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Nashik,Rural,"P.O.: Sangamner Sakhar Karkhana, Tal : Sangamner, Dist. Ahmednagar",Ahmednagar,,422608,02425,www.avcoe.org,principal@avcoe.org,Dr. G.J.VIKHE PATIL,259096 Ext.- 201,259148 Ext.- 201
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Nashik,Rural,"Poojya Sane Guruji Vidya Prasarak Mandal's, D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Nandurbar,,425409,02565,www.coeshahada.ac.in,principal@coeshahada.ac.in,PROF. DR. P. D. PATIL,229649 Ext.- ,229649 Ext.- 
"Sanjay Education Society's College of Engineering, Navalnagar",Nashik,Rural,"Navalnagar, Tal & Dist. Dhule ",Dhule,,424318,02562,www.sescoe.org,coenavalnagar@gmail.com,Dr. S.M. Chaudhari,260238 Ext.- ,260245 Ext.- 
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Nashik,Rural,"Jivram Nagar, ,Nhavi Marg, PO:Faizpur(MSSK),  Dist. Jalgaon ",Jalgaon,,425524,02585,www.jtmcoef.ac.in,principal@jtmcoef.ac.in,Dr. Bimlesh Kumar,248256 Ext.- 111,248179 Ext.- 
"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",Nashik,Rural,"Nagaon At Post. Nagaon, Tal&Dist.  Dhule",Dhule,,424005,02562,www.gangamaiengg.org,nagaonengg@rediffmail.com,Dr. Adwait M. Vaidya,243170 Ext.- ,243000 Ext.- 
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal",Nashik,Rural,"Near Z.T.C Bhusawal, Dist. Jalgaon",Jalgaon,,425203,02582,www.ssgbcoet.com,rps125@rediffmail.com,"Dr. R. P. Singh (Approved by N.M.U., Jalgaon)",221719 Ext.- 20,221719 Ext.- 20
"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Nashik,Rural,"Plot No.51, Dr. Ulhas Patil Nagar, Additional MIDC, Bhusawal Road, N.H.No.6, Jalgaon",Jalgaon,,425003,0257,engg.godavarifoundation.org,godavari.engg.jal@gmail.com,DR. B K. MUKHERJEE,2212999 Ext.- ,2213500 Ext.- 
"R. C. Patel Institute of Technology, Shirpur",Nashik,Rural,"Near Nimzari Naka, Shirpur Dist. Dhule",Dhule,,425405,02563,www.rcpit.ac.in,registrar@rcpit.ac.in,Prof. Dr. J. B. Patil,259600 Ext.- 201,259600 Ext.- 
"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Nashik,Urban,"Jain Gurukul, Neminagar, Chandwad Dist.  Nashik",Nashik,,423101,02556,www.snjbcoe.org,snjbcoe@rediffmail.com,Prof. Chopde J.J.,205527 Ext.- ,253752 Ext.- 
"G. H. Raisoni College of Engineering and Management, Ahmednagar",Nashik,Rural,"G.No.1030, At/Post-Chas,Nagar-Pune Road, Ahmednagar",Ahmednagar,,414008,0241,www.raisoni.net,vinod.chowdhary@raisoni.net,Dr.Vinod Chowdhary,2570123 Ext.- 102,2570123 Ext.- 102
"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Nashik,Rural,"At Post Eklahare, Taluka & District Nashik",Nashik,,422105,0253,www.mcoerc.org,gkkharate@rediffmail.com,Dr. G.K. Kharate,2406600 Ext.- 01,2406600 Ext.- 
"Vishwabharati Academy's College of Engineering, Ahmednagar",Nashik,Rural,"Sarola Baddi ,Jamkhed Road ,  Ahmednagar",Ahmednagar,,414201,0241,www.vacoea.com,principal_vacoea@yahoo.com,Dr. Kureshi Abdul Kadir Abdul Gani,2660033 Ext.- 201,2660033 Ext.- 201
"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Nashik,Urban,"Vidyanagar, College Road, Nashik 422 005",Nashik,,422005,0253,www.ges-coengg.org,principal@ges-coengg.org,Dr. P. C. Kulkarni,2311842 Ext.- , Ext.- 
"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Nashik,Rural,"Sapkal Knowldege Hub,Kalyani Hills, Anjaneri- Wadholi, Tal. Trimbak, Nashik",Nashik,,422212,02594,www.sapkalknowledgehub.org,gns_engineering@sapkalknowledgehub.org,Prof (Dr.) Basavaraj S. Balapgol,220168 Ext.- ,220168 Ext.- 2001
"Shri Chhatrapati Shivaji College of Engineering, (Rahuri Factory), Tal.Rahuri, Dist.Ahmednagar",Nashik,Rural,"Shree Shivaji Nagar (Rahuri Factory), Tal. Rahuri,  Dist. Ahmednagar ",Ahmednagar,,413706,02426,www.scscoe.org,scsc_eng@yahoo.in,Dr.Nagaraj KalyanappaTimalapur,251400 Ext.- 21, Ext.- 
"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Nashik,Rural,"At- Agaskhind, Post Shenit (Via Deolali Camp-Bhagur), Tal. Sinnar  Dist. Nashik",Nashik,,422501,02551,www.sier.org.in,principal@sier.org.in,Dr. Dayanand P Joshi,304203 Ext.- 02551, Ext.- 
"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha, ",Nashik,Rural,"At/Post Kashti, Tal Shrigonda, Dist. Ahmednagar",Ahmednagar,,414701,02487,www.parikrama.edu.com,ss.shyale@gmail.com,Dr.S.S.Shayale,02487 Ext.- , Ext.- 
"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Nashik,Rural,"Molgi Road Near Amlibari Fata Akkalkuwa, Nandurbar",Nandurbar,,425415,02567,www.jiemsakk.com,jamia.enggmba@yahoo.com,Dr. Syed Kamaluddin ,252524 Ext.- 02567, Ext.- 
"Pune Vidyarthi Griha's College Of Engineering, Nashik",Nashik,Urban,"206, Dindori Road, Near Meri, Mhasrul, Nashik",Nashik,,422004,0253,pvgcoenashik.org,pvgcoenashik@gmail.com,Dr. N.S. Walimbe,2534291 Ext.- ,2534291 Ext.- 
"Sandip Institute of Engineering & Management, Nashik",Nashik,Rural,"Trimbak Road, Mahiravani Nashik",Nashik,,422213,02594,www.sandipfoundation.org,principal@siem.org.in,Prof. Rajendrakumar Giridharilal Tated,222581 Ext.- , Ext.- 
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Nashik,Rural,"At Post Chas, Tal.& Dist. Ahmednagar ",Ahmednagar,,414005,0241,www.adsulsgroup.edu.in,adsulstechnicalcampus@gmail.com,DR. N.V. HALEGOWDA,2570428 Ext.- ,94229728 Ext.- 
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Nashik,Rural,"At Post Dondaicha, Dist. Dhule",Dhule,,425408,02566,www.jaytech.co.in/new,vishwaprem.64@rediffmail.com,Dr. Sadashiv Mahadu  Chaudhari ,244123 Ext.- 02566,244123 Ext.- 02566
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Nashik,Rural,"Survey No. 162& 163, Nepti, Nagar Kalyan Road, Ahmednagar",Ahmednagar,,414005,0241,www.scoea.org,scsmcoe.anr@hotmail.com,Dr. R. S. Deshpande,2568383 Ext.- ,2568384 Ext.- 
"Shree Saibaba Institute of Engineering, Research & Allied Sciences, Rahta.",Nashik,Rural,"At Post Rahta, Taluka Rahata, Dist. Ahmednagar",Ahmednagar,,423107,02423,www.saibabaengg.org,shrisaibabaengg@gmail.com,Dr. Kharde Y.R.,204580 Ext.- ,204578 Ext.- 
"Krantiveer Vasantrao Narayan Naik Institute of Engineering Education & Research, Nashik.",Nashik,Urban,"Canada Corner, Sharanpur Road, Nashik",Nashik,,422002,0253,www.kvnnaikengineering.com,kvnnaik@gmail.com,Dr.Arun Kumar Dwivedi,2232863 Ext.- , Ext.- 
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",Nashik,Rural,"Gat No 166 Bambhori, Jalgaon",Jalgaon,,425002,02588,www.nmkcj.org,nmkcjalgaon49@gmail.com,Dr. V. M. Patil,202205 Ext.- ,93714621 Ext.- 21
"Sanghavi College of Engineering, Varvandi, Nashik.",Nashik,Rural,"Gut No. 166, Varvandi, Taluka Dindori, Dist. Nashik.",Nashik,,422202,0253,www.shreemahavir.org,maya.padwal@shreemahavir.org,Dr.K.N. Choudhary,259091 Ext.- , Ext.- 
"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Nashik,Rural,"Survey No.48, Gowardhan, Gangapur Road, Nashik.",Nashik,,422222,0253,www.jitnashik.edu.in,principaljitnashik@rediffmail.com,Dr.M. V. Bhatkar,2970076 Ext.- ,2970077 Ext.- 
"Vidya Niketan College of Engineering, Bota Sangamner",Nashik,Rural,"Gat No. 670, Vidya Nagari, Pune Nashik Road, at post Bota, TalSangamner, Dist. Ahmednagar.",Ahmednagar,,422602,02425,www.vidyaniketanglobal.com,vidyaniketan.7@gmail.com,M.S.PRADHAN,86008884 Ext.- 32,86008884 Ext.- 34
"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Nashik,Rural,"At Post Karjule Harya, Tal. Parner, Dist Ahmednagar",Ahmednagar,,414304,02488,www.rgcoe.org,rajivgandhi.iot@gmail.com,Dr.V.P Reddy,282999 Ext.- ,282999 Ext.- 
"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Nashik,Rural,"Mansoora, Malegaon-Manmad Road, P.B.No.144, Malegaon, Nashik.",Nashik,,423203,02554,www.mmantc.in,mmantc@gmail.com,Dr. SHAH AQUEEL AHMED,239097 Ext.- ,239097 Ext.- 
"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Nashik,Urban,"Khalsa Educational Complex, Guru Gobind Singh Marg, Nashik.",Nashik,,422009,0253,www.ggsfindia.org,ceo.ggsf@gmail.com,A. M. Chincholakar,0253 Ext.- ,2372666 Ext.- 
"Government College of Engineering, Avasari",Pune,Rural,"Avasari, Tal. Ambegaon. Dist. Pune",Pune,,412405,02133,www.gcoeara.ac.in,gcoeara@gmail.com,I/c Prof. S.V. Joshi,225900 Ext.- ,225900 Ext.- 581
"Government College of Engineering, Karad",Pune,Rural,"Vidyanagar, Karad  Dist. Satara",Satara,,415124,02164,www.gcekarad.ac.in,principal@gcekarad.ac.in,Dr.  P M KHODAKE,272414 Ext.- 201,272415 Ext.- 
"College of Engineering, Pune",Pune,Urban,"Wellesly Road, Shivaji Nagar, Pune",Pune,,411005,020,www.coep.org.in,director@coep.ac.in,Director Dr. A. D. Sahasrabudhe,25507000 Ext.- ,25507001 Ext.- 
"The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune",Pune,Rural,"S. V. No. 33/22, Bavdhan(Khurd), Tal-Mulashi Near Chadani Chwok,Tal-Mulashi Dist. Pune ",Pune,,411021,020,,pvpit@jspm.edu.in,Dr.Y.V.Chavan,60606001 Ext.- ,60606001 Ext.- 
"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune",Pune,Rural,"Gat  No. 2181, Wagholi, Tal Haveli Dist. Pune",Pune,,412207,020,www.pgmcoepune.com,principal@pgmcoepune.com,Prof.Arshi Khan,27050937 Ext.- , Ext.- 
"Progressive Education Society's Modern College of Engineering, Pune",Pune,Rural,"P.E.S. Modern College of Engineering, 1186 A, Shivajinagar, Off. J.M. Road, Pune ",Pune,,411005,020,www.moderncoe.edu.in,pesmcoe@gmail.com,Dr.Mrs.K.R. Joshi,25533638 Ext.- 202,25533638 Ext.- 202
"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Pune,Urban,"S. No. 80/3, Mumbai Pune Bypass Highway,  Tathawade,Tal-Munshi, Dist. Pune",Pune,,411033,020,www.rscoe.org,rscoe@jspm.edu.in,Dr. D. S. Bormane,22933423 Ext.- 208,22934347 Ext.- 
"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Pune,Urban,"Survey No. 25/1/3, Infront of Chatrapati Shivaji Sports Stadium, Balewadi, Tal. Haveli, Dist. Pune",Pune,,411045,020,www.gsmozecoe.org,gsmoze@yahoo.co.in,Dr.A.A KULKARNI,27390500 Ext.- ,27390064 Ext.- 
"Jaywantrao Sawant College of Engineering,Pune",Pune,Urban,"S. No. 58, Indrayani Nagar, Handewadi Road, Hadapsar, Pune",Pune,,411028,020,www.jspm.edu.in,drmgjadhav@gmail.com,Dr. M.G. Jadhav,26970886 Ext.- 401,26970983 Ext.- 401
"MIT Academy of Engineering,Alandi, Pune",Pune,Rural,"At Kelgaon-Alandi,Devachi Tal. Khed, Dist. Pune",Pune,,412105,020,www.mitaoe.ac.in,principal@maepune.ac.in,Dr. Y. J Bhalerao,30253500 Ext.- ,30253600 Ext.- 
"MAEER's M.I.T. College of Engineering , Kothrud, Pune",Pune,Urban,"S.No. 124, Ex. Serviceman Colony, MIT College Campus, Paud Road, Kothrud, Pune",Pune,,411038,020,www.mitcoe.ac.in,prashant_bhalerao@mitcoe.edu.in,Dr. Manoj S Nagmode,30273677 Ext.- ,30273670 Ext.- 
"Choudhary Attar Singh Yadav Memorial Trust,Siddhant College of Engineering, Maval",Pune,Rural,"Chakan Talegaon Road, At Post Sudumbare, Tal. Maval Dist. Pune",Pune,,412109,02114,www.siddhantcoe.edu.in,khotsir@yahoo.co.in,Dr.S.S.Khot,661904 Ext.- 104,661901 Ext.- 101
"Maharashtra Institute of Technology, Kothrud, Pune",Pune,Urban,"Paud Road,Survey No. 124, Ex-Servicemen Colony Paud Road, Kothrud, Pune",Pune,,411038,020,www.mitpune.com,mit@mitpune.com,Dr. Lalitkumar K.Kshirsagar,30273400 Ext.- 020,30273456 Ext.- 020
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Pune,Urban,"Gat No. 1200 , Domkhel Road, Wagholi,Tal-Haveli, Dist. Pune",Pune,,412207,020,ghrcem.raisoni.net,ghrcem.pune@raisoni.net,Dr. Dilip. D. Shah,27052811 Ext.- 103, Ext.- 
"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Pune,Urban,"Survey No 18, Plot No. 5/3,  CTS No.205, Karvenagar, Pune",Pune,,411052,020,www.mmcoe.edu.in,principal@mmcoe.edu.in,Dr. S. M. Deshpande,25473160 Ext.- 200,25475825 Ext.- 
"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",Pune,Rural,"Gat No. 720/2, Pune-Ahmadnagar Road, Wagholi, Tal- Haveli,  Dist. Pune",Pune,,412207,020,www.jspm.edu.in,vpicoer@gmail.com,Dr. S. V. Admane,27051170 Ext.- 200,65101493 Ext.- 
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Pune,Urban,"Sector 26, Pradhikaran,  Nigdi Pradhikaran, Pune ",Pune,,411044,020,www.pccoepune.com,pccoeadmin@gmail.com,Dr. A. M. Fulambarkar,27653168 Ext.- 102,27653168 Ext.- 102
"G. H.Raisoni Institute of Engineering and Technology, Wagholi, Pune",Pune,Rural,"Gat No.1200, Navin Wagholi, Tal. Haveli  Dist. Pune",Pune,,412207,020,www.ghriet.raisoni.net,r_kharadkar@yahoo.com,Prof. Dr. R. D. Kharadkar,27052813 Ext.- 201,27052813 Ext.- 201
"Sinhgad College of Engineering, Vadgaon (BK), Pune",Pune,Urban,"44/1, Vadgaon,(bk) off Sinhgad Road Pune ",Pune,,411041,020,www.sinhgad.edu,principal.scoe@sinhgad.edu,Dr. S. D. Lokhande,24100000 Ext.- 301,24354705 Ext.- 
"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune",Pune,Urban,"S. No. 44/1, Vadgaon(bk) off Sinhgad Road, Pune",Pune,,411041,020,www.sinhgad.edu,principal.skncoe@sinhgad.edu,DR. A.V. Deshpande,24354938 Ext.- ,24354938 Ext.- 
"Chanakya Education Society's Indira College of Engineering & Management, Pune",Pune,Rural,"Survey No.64,65,Gat No.276, At Post Parandwadi, Near Somatne Phata, Tal- Maval Dist. Pune",Pune,,410506,02114,www.indiraicem.ac.in,info@indiraicem.ac.in,Dr.A.A. Kulkarni,661500 Ext.- 565,661500 Ext.- 500
"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon)",Pune,Rural,"Opp. Wasternly By Pass, Narhe, Ambegaon, Dist. Pune",Pune,,411041,020,www.sinhgad.edu,sits@sinhgad.edu,Dr. S.N. Mali,66831703 Ext.- , Ext.- 
"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima",Pune,Rural,"Sharad Campus Pimpal, Jagtap Road A/P, Koregaon Bhima Tal-Shirur, Pune",Pune,,412216,02137,www.alameencoe.com,alameenpune@gmail.com, Dr. R Parthiban,646012 Ext.- 10,646010 Ext.- 
"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Pune,Rural,"S.No. 25/27, Pisoli, Tal.Haveli Dist. Pune",Pune,,411048,020,www.kjsedu.com,trinitycoe@gmail.com,Dr. Prakash S. Dabeer,26934423 Ext.- ,26934423 Ext.- 
"Sinhagad Institute of Technology, Lonavala",Pune,Rural,"Gat No.309/310/314, Pune-Mumbai Express Highway, kasgaon(BK), Lonavala Pune , 410401",Pune,,410401,02114,www.sinhgad.edu,principal_sit@sinhgad.edu,Dr. M. S. Gaikwad,304356 Ext.- ,304353 Ext.- 
"Sinhgad Academy of Engineering, Kondhwa (BK)  Kondhwa-Saswad Road, Pune",Pune,Rural,"S.No.40/4A, Kondhwa(BK), Kondhwa-Saswad Road, Pune ",Pune,,411048,020,www.sinhgad.edu,saeprincipal@gmail.com,Dr. Vijay M. Wadhai,26934441 Ext.- ,26934550 Ext.- 
"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Pune,Rural,"Survey No.35, Plot No. 5/6, Lohgaon Tal. Haveli Dist. Pune",Pune,,411032,020,www.mmit.edu.in,principal@mmit.edu.in,Dr. Pradeep J. Awasare,32334905 Ext.- , Ext.- 
"Pune District Education  Association's College of Engineering, Pune",Pune,,"Hadapsar-Manjari Road, Manjari(BK),Dist. Pune ",Pune,,412307,020,www.pdeacoem.com,coem@pdeapune.org,Dr. K. R. Harne,26996275 Ext.- ,26996625 Ext.- 
"Dr. D. Y. Patil Vidya Pratishthan Society Dr .D. Y. Patil Institute of Engineering & Technology, Pimpri,Pune",Pune,Urban,"Sant Tukaram Nagar, Pimpri, Pune",Pune,,411018,020,www.engg.dypvp.edu.in,info.engg@dypvp.edu.in,Dr. R. K. Jain,27421095 Ext.- 712,27421096 Ext.- 712
"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Pune,Rural,"Rajaramnagar, A/p. Sakhrale, Tal: Walwa   Dist. Sangli ",Sangli,,415414,02342,www.ritindia.edu,director@ritindia.edu,Dr. Mrs. S. S. Kulkarni,220329 Ext.- ,221001 Ext.- 
"Sou. Sushila Danchand Ghodawat Cha.Trust's Group of Institution (Integrated Campus), Atigre, Kolhapur",Pune,Rural,"Gat No. 583 to 585, Atigre, Tal.Hatkangale, Dist.  Kolhapur",Kolhapur,,416118,0230,www.sginstitute.in,director@sginstitute.in,Mr. S. M. Ingale,2463700 Ext.- 203,2463703 Ext.- 
"Shri. Balasaheb Mane Prasarak Mandals, Ashokrao Mane Group of Institutions, Kolhapur",Pune,Rural,"NH-4, Pune Banglore highway, AT Wathar Tarf Wadgaon, Taluka-Hathanangle, Dist. Kolhapur",Kolhapur,,416112,0230,www.amgoi.org,bmspmcampus@gmail.com,Dr RAVI KOTTUR,2407740 Ext.- 111, Ext.- 
